회사명,거래소코드,회계년도,EV/EBITDA
(주)인텔리안테크놀로지스,189300,2011,25.95
(주)케이엔제이,272110,2012,17.03
한국맥널티(주),222980,2015,14.83
한국맥널티(주),222980,2014,15.46
한국맥널티(주),222980,2013,14.93
한국맥널티(주),222980,2012,18.5
한국맥널티(주),222980,2011,14.34
한국맥널티(주),222980,2010,13.2
(주)넥솔론,110570,2010,3.7
(주)넥솔론,110570,2011,45.29
한국내화(주),10040,2019,7.82
한국내화(주),10040,2018,9.5
한국내화(주),10040,2017,7.08
(주)넥솔론,110570,2015,0.0
(주)넥솔론,110570,2016,0.0
(주)넥스지,81970,2010,4.01
(주)넥스지,81970,2011,8.29
(주)넥스지,81970,2012,4.52
한국내화(주),10040,2016,7.16
(주)넥스지,81970,2014,3.6
(주)넥스지,81970,2015,6.11
(주)넥스지,81970,2016,11.5
(주)케이엔제이,272110,2013,37.62
(주)넥스턴바이오사이언스,89140,2010,7.76
(주)넥스턴바이오사이언스,89140,2011,4.86
(주)넥스턴바이오사이언스,89140,2012,3.93
(주)넥스턴바이오사이언스,89140,2013,8.08
(주)넥스턴바이오사이언스,89140,2014,3.79
(주)넥스턴바이오사이언스,89140,2015,34.54
(주)넥스턴바이오사이언스,89140,2016,14.55
(주)넥스턴바이오사이언스,89140,2017,11.5
(주)넥스턴바이오사이언스,89140,2018,17.5
(주)넥스턴바이오사이언스,89140,2019,19.95
(주)넥스트아이,137940,2010,-0.31
(주)넥스트아이,137940,2011,6.71
한국내화(주),10040,2015,8.38
한국내화(주),10040,2014,6.05
한국내화(주),10040,2013,6.28
한국내화(주),10040,2012,5.95
한국내화(주),10040,2011,4.72
한국내화(주),10040,2010,11.22
비나텍(주),126340,2016,66.45
브레인즈컴퍼니(주),99390,2016,0.0
한국공항(주),5430,2013,4.08
브레인즈컴퍼니(주),99390,2017,25.7
브레인즈컴퍼니(주),99390,2015,0.0
(주)인텍플러스,64290,2016,0.0
브레인즈컴퍼니(주),99390,2014,0.0
(주)인텍플러스,64290,2014,0.0
(주)인텍플러스,64290,2015,30.12
(주)넥스틴,348210,2014,
(주)넥스틴,348210,2015,
(주)넥스틴,348210,2016,
(주)넥스틴,348210,2017,
한국공항(주),5430,2012,3.01
(주)인텍플러스,64290,2012,13.0
(주)넥슨게임즈,225570,2015,
(주)넥슨게임즈,225570,2016,
(주)넥슨게임즈,225570,2017,0.0
(주)넥슨게임즈,225570,2018,0.0
(주)넥슨게임즈,225570,2019,0.0
(주)넵튠,217270,2015,
부산주공(주),5030,2019,55.22
부산주공(주),5030,2017,25.25
(주)썸에이지,208640,2015,0.0
(주)인텍플러스,64290,2011,9.49
(주)인텍플러스,64290,2010,0.89
부산주공(주),5030,2016,57.83
(주)노랑풍선,104620,2011,
(주)노랑풍선,104620,2012,
(주)노랑풍선,104620,2013,
(주)노랑풍선,104620,2014,0.0
(주)노랑풍선,104620,2015,6.57
(주)노랑풍선,104620,2016,1.82
(주)노랑풍선,104620,2017,-0.07
(주)케이엔제이,272110,2016,0.3
(주)쎄노텍,222420,2015,67.18
부산주공(주),5030,2014,10.55
(주)케이엘넷,39420,2010,42.04
(주)케이엘넷,39420,2011,19.42
(주)쎄노텍,222420,2016,18.14
(주)인터플렉스,51370,2014,0.0
(주)케이엘넷,39420,2012,14.43
(주)인터플렉스,51370,2012,12.44
(주)인터플렉스,51370,2013,6.18
(주)인터플렉스,51370,2010,11.09
(주)인터플렉스,51370,2011,9.91
하이즈항공(주),221840,2016,112.07
하이즈항공(주),221840,2015,43.96
하이즈항공(주),221840,2014,3.62
하이즈항공(주),221840,2013,6.2
하이즈항공(주),221840,2012,18.91
하이즈항공(주),221840,2011,25.78
하이즈항공(주),221840,2010,2.98
(주)케이옥션,102370,2011,8.84
(주)쎄노텍,222420,2019,61.35
(주)케이옥션,102370,2013,13.4
(주)노바렉스,194700,2010,
(주)노바렉스,194700,2011,
(주)노바렉스,194700,2012,-1.24
(주)노바렉스,194700,2013,-1.03
(주)노바렉스,194700,2014,-1.08
(주)노바렉스,194700,2015,-1.25
(주)케이옥션,102370,2012,-1.5
(주)중앙에너비스,440,2017,27.85
(주)중앙에너비스,440,2013,10.77
(주)인터로조,119610,2015,20.38
(주)인터로조,119610,2014,17.05
(주)인터로조,119610,2012,13.65
(주)인터로조,119610,2010,5.66
(주)종근당바이오,63160,2012,3.74
(주)종근당바이오,63160,2011,4.94
(주)종근당바이오,63160,2010,3.88
(주)지씨셀,144510,2017,207.6
(주)제이웨이,58420,2012,17.15
(주)인터로조,119610,2011,6.47
하나제약(주),293480,2019,9.42
하나제약(주),293480,2018,9.49
하나제약(주),293480,2015,0.0
하나제약(주),293480,2014,7.83
부산주공(주),5030,2012,10.5
부산주공(주),5030,2010,8.12
(주)케이옥션,102370,2015,0.75
하나제약(주),293480,2013,22.22
하나제약(주),293480,2012,8.58
하나제약(주),293480,2011,15.58
하나제약(주),293480,2010,18.19
하나머티리얼즈(주),166090,2019,8.44
하나머티리얼즈(주),166090,2018,5.46
하나머티리얼즈(주),166090,2017,12.3
하나머티리얼즈(주),166090,2016,1.13
하나머티리얼즈(주),166090,2015,1.85
하나머티리얼즈(주),166090,2014,2.77
하나머티리얼즈(주),166090,2013,3.09
(주)녹십자엠에스,142280,2010,-0.14
(주)녹십자엠에스,142280,2011,0.32
(주)녹십자엠에스,142280,2012,1.84
(주)녹십자엠에스,142280,2013,2.56
(주)녹십자엠에스,142280,2014,28.36
하나머티리얼즈(주),166090,2012,2.49
하나머티리얼즈(주),166090,2011,4.27
하나머티리얼즈(주),166090,2010,45.73
피엔케이피부임상연구센타(주),347740,2019,-3.45
피엔케이피부임상연구센타(주),347740,2018,0.0
(주)녹십자웰빙,234690,2016,
(주)녹십자웰빙,234690,2017,0.05
(주)녹십자웰빙,234690,2018,-0.38
(주)녹십자웰빙,234690,2019,19.77
(주)케이옥션,102370,2014,30.39
(주)지노믹트리,228760,2015,63.85
(주)지노믹트리,228760,2014,45.54
(주)케이옥션,102370,2016,40.59
(주)케이옥션,102370,2017,55.88
(주)지에스이,53050,2015,7.08
(주)인콘,83640,2014,16.3
(주)케이지모빌리언스,46440,2014,13.23
(주)케이지이니시스,35600,2012,14.87
(주)케이지모빌리언스,46440,2015,14.05
피앤씨테크(주),237750,2019,12.05
피앤씨테크(주),237750,2018,23.11
피앤씨테크(주),237750,2017,10.08
피앤씨테크(주),237750,2016,7.85
피앤씨테크(주),237750,2015,-1.34
피앤씨테크(주),237750,2014,-1.47
피앤씨테크(주),237750,2013,0.0
피앤씨테크(주),237750,2012,0.0
피앤씨테크(주),237750,2011,13.08
피앤씨테크(주),237750,2010,11.45
피아이첨단소재(주),178920,2019,20.41
피아이첨단소재(주),178920,2018,13.32
피아이첨단소재(주),178920,2017,19.81
피아이첨단소재(주),178920,2016,9.13
피아이첨단소재(주),178920,2015,7.66
피아이첨단소재(주),178920,2014,4.56
피아이첨단소재(주),178920,2013,-0.41
피아이첨단소재(주),178920,2012,0.02
피아이첨단소재(주),178920,2011,0.55
피아이첨단소재(주),178920,2010,-0.01
피씨엘(주),241820,2019,0.0
피씨엘(주),241820,2018,0.0
피씨엘(주),241820,2017,0.0
피씨엘(주),241820,2016,0.0
피씨엘(주),241820,2015,0.0
피씨엘(주),241820,2014,0.0
피씨엘(주),241820,2013,39.84
프레스티지바이오로직스(주),334970,2019,0.0
프레스티지바이오로직스(주),334970,2018,0.0
프레스티지바이오로직스(주),334970,2017,28.43
풍원정밀(주),371950,2017,9.32
풍원정밀(주),371950,2016,9.76
풍원정밀(주),371950,2015,0.0
풍원정밀(주),371950,2014,0.0
(주)누리플랜,69140,2014,0.0
(주)누리플랜,69140,2015,16.22
(주)누리플랜,69140,2016,27.26
풍원정밀(주),371950,2013,24.53
(주)케이티서브마린,60370,2011,4.24
(주)쏘카,403550,2015,0.0
(주)쏘카,403550,2014,
(주)제이테크놀로지,35480,2015,45.37
(주)제이테크놀로지,35480,2016,0.0
(주)쏘카,403550,2016,18.76
(주)케이티서브마린,60370,2012,4.18
(주)지니틱스,303030,2019,14.51
(주)케이티서브마린,60370,2014,4.73
(주)케이티서브마린,60370,2013,4.77
(주)케이티서브마린,60370,2016,6.88
(주)케이티서브마린,60370,2015,11.22
(주)누보,332290,2019,
(주)뉴로메카,348340,2018,
(주)인지소프트,100030,2010,12.34
(주)뉴보텍,60260,2010,
(주)뉴보텍,60260,2011,0.0
(주)뉴보텍,60260,2012,9.36
(주)뉴보텍,60260,2013,8.59
(주)뉴보텍,60260,2014,21.84
(주)뉴보텍,60260,2015,15.87
(주)뉴보텍,60260,2016,55.2
(주)뉴보텍,60260,2017,0.0
(주)뉴보텍,60260,2018,38.34
(주)뉴보텍,60260,2019,16.96
(주)쏘카,403550,2017,25.63
(주)케이티서브마린,60370,2018,9.9
(주)케이티씨에스,58850,2010,3.51
(주)케이티서브마린,60370,2019,7.09
포스코스틸리온(주),58430,2012,14.16
포스코스틸리온(주),58430,2011,0.0
포스코스틸리온(주),58430,2010,11.38
평안물산(주),37240,2010,109.35
(주)케이티씨에스,58850,2012,3.56
(주)케이티서브마린,60370,2017,4.66
(주)케이티아이에스,58860,2010,3.7
(주)케이티씨에스,58850,2013,6.48
(주)케이티아이에스,58860,2012,3.57
(주)뉴파워프라즈마,144960,2010,
(주)뉴파워프라즈마,144960,2011,
(주)뉴파워프라즈마,144960,2012,
(주)뉴파워프라즈마,144960,2013,
(주)케이티아이에스,58860,2011,3.11
펌텍코리아(주),251970,2016,0.57
펌텍코리아(주),251970,2015,12.28
펌텍코리아(주),251970,2014,8.77
펌텍코리아(주),251970,2013,6.6
펌텍코리아(주),251970,2012,25.15
펌텍코리아(주),251970,2011,9.95
펌텍코리아(주),251970,2010,6.71
퍼스텍(주),10820,2019,0.0
퍼스텍(주),10820,2018,0.0
(주)케이티아이에스,58860,2014,7.68
(주)씨그널엔터테인먼트그룹,99830,2010,-2.15
(주)케이티아이에스,58860,2016,6.72
(주)케이티아이에스,58860,2015,14.59
(주)케이티아이에스,58860,2018,3.97
(주)케이티아이에스,58860,2017,4.28
(주)케이티알파,36030,2014,9.17
(주)케이티아이에스,58860,2019,3.65
(주)인스코비,6490,2012,0.0
(주)케이티알파,36030,2015,9.63
패션플랫폼(주),225590,2019,3.46
패션플랫폼(주),225590,2018,5.23
패션플랫폼(주),225590,2017,16.48
패션플랫폼(주),225590,2016,14.18
패션플랫폼(주),256090,2016,0.01
패션플랫폼(주),225590,2015,13.01
(주)다린,204690,2010,
(주)다린,204690,2011,
(주)다린,204690,2012,
(주)다린,204690,2013,
(주)다린,204690,2014,
(주)다린,204690,2015,
(주)다린,204690,2016,
(주)다보링크,340360,2019,
패션플랫폼(주),256090,2015,9.9
패션플랫폼(주),256090,2014,16.71
패션플랫폼(주),256090,2013,7.88
파미셀(주),5690,2019,131.93
파미셀(주),5690,2018,380.15
파미셀(주),5690,2017,0.0
파미셀(주),5690,2016,196.65
파미셀(주),5690,2015,0.0
파미셀(주),5690,2014,0.0
(주)인스코비,6490,2010,35.97
(주)케이티알파,36030,2017,7.14
(주)케이티알파,36030,2019,4.49
(주)제이웨이,58420,2011,0.0
(주)케이티알파,36030,2018,4.38
(주)케이티알파,36030,2016,6.53
팅크웨어(주),84730,2012,14.21
팅크웨어(주),84730,2011,7.01
팅크웨어(주),84730,2010,4.78
(주)케이프,64820,2011,8.21
(주)케이피에스,256940,2014,20.96
티이엠씨(주),425040,2019,45.12
티이엠씨(주),425040,2018,36.33
티이엠씨(주),425040,2017,78.92
토자이홀딩스(주),37700,2010,50.89
(주)인산가,277410,2017,19.61
(주)케이프,64820,2010,14.32
(주)인산가,62580,2015,40.43
(주)케이피에스,256940,2016,2.87
(주)인산가,62580,2013,30.11
(주)인산가,62580,2014,30.47
(주)다원시스,68240,2010,10.62
(주)다원시스,68240,2011,11.23
(주)다원시스,68240,2012,11.15
(주)다원시스,68240,2013,12.22
(주)인산가,62580,2011,22.34
(주)케이피에스,256940,2013,49.75
(주)인바이오젠,101140,2019,0.0
(주)인산가,62580,2010,25.06
(주)인바이오젠,101140,2017,0.0
(주)종근당,185750,2016,12.75
테라사이언스(주),73640,2016,0.0
(주)종근당,185750,2015,15.54
(주)종근당,185750,2014,9.27
(주)종근당,185750,2013,2.13
(주)조흥,2600,2019,8.25
(주)조흥,2600,2018,9.36
(주)인바이오젠,101140,2018,120.52
(주)조흥,2600,2017,11.12
테고사이언스(주),191420,2015,59.35
테고사이언스(주),191420,2014,49.51
테고사이언스(주),191420,2013,0.02
테고사이언스(주),191420,2012,7.95
태원물산(주),1420,2019,43.68
태원물산(주),1420,2018,55.07
태원물산(주),1420,2017,26.48
태원물산(주),1420,2016,14.11
태원물산(주),1420,2015,29.68
태원물산(주),1420,2014,17.75
태원물산(주),1420,2013,7.37
태원물산(주),1420,2012,10.18
태원물산(주),1420,2011,7.22
태원물산(주),1420,2010,12.64
(주)조흥,2600,2016,8.65
태림포장(주),11280,2014,8.76
(주)대구백화점,6370,2011,2.75
(주)대구백화점,6370,2012,5.09
(주)대구백화점,6370,2013,6.85
태림포장(주),11280,2013,10.38
태림포장(주),11280,2012,5.98
태림포장(주),11280,2011,9.22
태림포장(주),11280,2010,6.19
범양건영(주),2410,2014,0.0
(주)씨앤씨인터내셔널,352480,2017,0.0
(주)대국,42340,2010,
(주)대국,42340,2011,0.0
(주)씨앤씨인터내셔널,352480,2016,5.32
(주)씨앤씨인터내셔널,352480,2018,5.84
(주)인바이오젠,101140,2015,0.0
백광산업(주),1340,2013,0.0
(주)대덕,8060,2014,4.8
(주)대덕,8060,2015,4.13
(주)대덕,8060,2016,5.12
(주)대덕,8060,2017,6.46
(주)인바이오젠,101140,2013,0.0
(주)지에스이,53050,2018,4.72
(주)지에스이,53050,2017,6.2
(주)인바이오젠,101140,2012,0.0
키네마스터(주),139670,2013,4.06
키네마스터(주),139670,2012,5.98
키네마스터(주),139670,2011,6.23
키네마스터(주),139670,2010,-1.52
큐알티(주),405100,2016,1.9
큐알티(주),405100,2015,0.14
큐알티(주),405100,2014,17.51
큐렉소(주),60280,2019,0.0
(주)대동스틸,48470,2010,12.23
(주)대동스틸,48470,2011,9.15
(주)대동스틸,48470,2012,0.0
(주)대동스틸,48470,2013,11.68
(주)대동스틸,48470,2014,33.95
(주)대동스틸,48470,2015,0.0
(주)대동스틸,48470,2016,7.02
(주)대동스틸,48470,2017,6.01
(주)대동스틸,48470,2018,596.88
(주)대동스틸,48470,2019,1232.21
(주)대륙제관,4780,2010,4.99
(주)대륙제관,4780,2011,9.42
(주)대륙제관,4780,2012,9.27
(주)대륙제관,4780,2013,7.41
(주)대륙제관,4780,2014,7.04
(주)대륙제관,4780,2015,5.21
(주)대륙제관,4780,2016,4.3
(주)대륙제관,4780,2017,5.18
(주)대륙제관,4780,2018,6.21
(주)대륙제관,4780,2019,3.91
(주)대림제지,17650,2010,7.1
(주)대림제지,17650,2011,7.13
(주)대림제지,17650,2012,1.68
(주)대림제지,17650,2013,5.0
(주)대림제지,17650,2014,4.96
(주)대림제지,17650,2015,40.22
(주)대림제지,17650,2016,7.73
(주)인바이오젠,101140,2011,11.59
바이온(주),32980,2010,7.38
(주)대림제지,17650,2019,6.36
큐렉소(주),60280,2018,0.0
큐렉소(주),60280,2017,331.53
큐렉소(주),60280,2016,0.0
(주)조흥,2600,2015,11.82
쿠쿠홀딩스(주),192400,2011,47.75
쿠쿠홀딩스(주),192400,2010,56.25
콜마비앤에이치(주),200130,2014,19.66
(주)제이에스코퍼레이션,194370,2012,40.34
코원에너지서비스(주),26870,2011,3.94
코원에너지서비스(주),26870,2010,3.32
(주)대성미생물연구소,36480,2010,11.2
(주)대성미생물연구소,36480,2011,23.53
(주)대성미생물연구소,36480,2012,10.76
(주)대성미생물연구소,36480,2013,7.5
(주)대성미생물연구소,36480,2014,5.39
(주)대성미생물연구소,36480,2015,4.25
(주)대성미생물연구소,36480,2016,7.22
(주)대성미생물연구소,36480,2017,12.18
(주)대성미생물연구소,36480,2018,14.39
(주)대성미생물연구소,36480,2019,14.26
코오롱티슈진(주),950160,2019,0.0
코오롱티슈진(주),950160,2018,0.0
코오롱티슈진(주),950160,2017,0.0
코오롱티슈진(주),950160,2016,2.65
코오롱생명과학(주),102940,2019,0.0
코오롱생명과학(주),102940,2018,0.0
코오롱생명과학(주),102940,2017,139.85
코오롱생명과학(주),102940,2016,29.23
코오롱생명과학(주),102940,2015,120.47
코오롱생명과학(주),102940,2014,20.32
(주)대성하이텍,129920,2010,
(주)대성하이텍,129920,2011,
(주)대성하이텍,129920,2012,
(주)대성하이텍,129920,2013,
(주)대성하이텍,129920,2014,
(주)대성하이텍,129920,2015,
(주)대성하이텍,129920,2016,
(주)대성하이텍,129920,2017,
(주)대성하이텍,129920,2018,
(주)대성하이텍,129920,2019,
코오롱생명과학(주),102940,2013,14.84
코오롱생명과학(주),102940,2012,17.65
코오롱생명과학(주),102940,2011,10.71
코오롱생명과학(주),102940,2010,11.6
코스모화학(주),5420,2012,13.78
코스모화학(주),5420,2011,11.91
코스모화학(주),5420,2010,11.9
(주)대양글로벌,40180,2010,
(주)케이피에스,256940,2017,12.46
미원화학(주),134380,2019,4.3
미창석유공업(주),3650,2012,2.96
(주)씨에스에이코스믹,83660,2015,126.71
(주)케이피티유,54410,2014,23.22
(주)대양금속,9190,2015,0.0
(주)대양금속,9190,2016,8.21
(주)대양금속,9190,2017,5.13
(주)대양금속,9190,2018,6.86
(주)대양금속,9190,2019,27.72
(주)씨에스에이코스믹,83660,2016,0.0
미주제강(주),2670,2011,0.0
미창석유공업(주),3650,2010,4.43
(주)케이피티유,54410,2015,32.79
(주)케이피티유,54410,2016,48.73
코스모신소재(주),5070,2019,41.49
코스모신소재(주),5070,2018,17.8
코스모신소재(주),5070,2017,19.74
코스모신소재(주),5070,2016,15.17
코스모신소재(주),5070,2015,87.77
코스모신소재(주),5070,2014,0.0
코스모신소재(주),5070,2013,54.28
코스모신소재(주),5070,2012,0.0
코스모신소재(주),5070,2011,25.98
코스모신소재(주),5070,2010,11.22
(주)지씨셀,144510,2018,328.63
코스맥스엔비티(주),222040,2012,89.51
코스맥스엔비티(주),222040,2011,78.43
코스맥스엔비티(주),222040,2010,79.77
코리아에프티(주),123410,2011,54.87
(주)대웅제약,69620,2010,6.46
코리아에프티(주),123410,2010,3.66
켄코아에어로스페이스(주),274090,2016,8.83
켄코아에어로스페이스(주),274090,2015,9.62
미주제강(주),2670,2010,991.83
미원화학(주),134380,2012,4.99
케이피엑스라이프사이언스(주),114450,2019,22.74
