거래소코드,회계년도,수정종가,회사명,시가총액,거래량회전율,로그시가총액,수정거래량,거래량증가율,시가총액증가율
70,2011,73950.0,삼양홀딩스보통주,442117913700.0,1.9027793435459703,11.64553811197316,153.83323867478026,0.24711822354437785,-0.2584611070861571
70,2012,74700.0,삼양홀딩스보통주,592178049900.0,0.45744521828484613,11.77245230547817,48.5456358768407,-0.6812263360797077,0.3394120245980885
70,2013,73000.0,삼양홀딩스보통주,618640179000.0,0.2674331050844986,11.791438122830638,31.04613698630137,-0.37502933383043435,0.04468610260793793
70,2014,81600.0,삼양홀딩스보통주,723655646400.0,0.24373712341975584,11.859531955085593,26.489473039215685,-0.04625330043488085,0.1697520965575694
70,2015,124400.0,삼양홀딩스보통주,1103220127600.0,1.1390600190858955,12.042662176686532,81.20224276527331,3.673313622087205,0.5245098039215685
70,2016,135500.0,삼양홀딩스보통주,1201658579500.0,0.5493656132964846,12.079781091542158,35.955387453874536,-0.5177026635195616,0.08922829581993574
70,2017,120250.0,삼양홀딩스보통주,1066416562250.0,0.3678378418301802,12.027926881377603,27.12770893970894,-0.3304316234447978,-0.11254612546125464
70,2018,100000.0,삼양홀딩스보통주,886832900000.0,0.6655184984679752,11.947841796331733,59.02037,0.8092714310106934,-0.16839916839916835
70,2019,72600.0,삼양홀딩스보통주,643840685400.0,0.26708131825059717,11.808778417031826,32.624862258953165,-0.5986868601467594,-0.274
80,2010,37675.0,하이트진로보통주,1525837500000.0,0.335423012345679,12.183508284201338,360.5741738553417,,
80,2011,30375.0,하이트진로보통주,2144856175875.0,0.2624112464768833,12.331398175719805,610.0255802469136,0.364006547987461,0.4056910882548108
80,2012,28350.0,하이트진로보통주,2001865764150.0,0.6059018348140923,12.301434952342362,1509.1454320987655,1.308978151466036,-0.06666666666666665
80,2013,26725.0,하이트진로보통주,1904649219350.0,0.6445686917321026,12.279815003041417,1718.8927595884004,0.07369848261766654,-0.048562968876825985
80,2014,22500.0,하이트진로보통주,1603540035000.0,0.8576267819842739,12.205079807271964,2716.5212444444446,0.33054365343069314,-0.15809167446211414
80,2015,23000.0,하이트진로보통주,1639174258000.0,0.9499013209857277,12.214625125178195,2943.390913043478,0.10759288415406054,0.022222222222222143
80,2016,21950.0,하이트진로보통주,1564342389700.0,1.0245932400434268,12.194331813738742,3326.7046924829156,0.07863124032735325,-0.04565217391304344
80,2017,22500.0,하이트진로보통주,1603540035000.0,0.7971251540969477,12.205079807271964,2524.8831555555557,-0.22200818535249944,0.02505694760820054
80,2018,20500.0,하이트진로보통주,1461003143000.0,0.7382723484668096,12.164651150216356,2566.6108780487807,-0.07383132413731408,-0.0888888888888889
80,2019,22650.0,하이트진로보통주,1614230301900.0,1.1468724742503857,12.207965495509452,3608.6454304635763,0.5534544624786872,0.1048780487804879
100,2010,174750.0,유한양행보통주,1898229389250.0,0.667964858689167,12.278348693057481,41.52101287553648,,
100,2011,149750.0,유한양행보통주,1705462916500.0,0.6430145791446178,12.23184228056868,48.902317195325544,0.009278787705885305,-0.10155067340210289
